,Unnamed: 0,gameTime,label,position,team,visibility,url_local
37196,37196,1 - 44:14,PLAYER SUCCESSFUL TACKLE,2654720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37348,37348,1 - 46:51,PLAYER SUCCESSFUL TACKLE,2811720,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37350,37350,1 - 46:53,SHOT,2813760,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37412,37412,1 - 47:58,BALL PLAYER BLOCK,2878400,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37413,37413,1 - 47:58,SHOT,2878120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37447,37447,1 - 48:34,BALL PLAYER BLOCK,2914440,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37915,37915,1 - 56:17,SHOT,3377360,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37997,37997,1 - 57:46,CROSS,3466920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38000,38000,1 - 57:49,CROSS,3469040,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38002,38002,1 - 57:51,BALL PLAYER BLOCK,3471720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38003,38003,1 - 57:51,SHOT,3471280,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38092,38092,1 - 59:15,BALL PLAYER BLOCK,3555240,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38095,38095,1 - 59:18,BALL PLAYER BLOCK,3558880,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38126,38126,1 - 59:47,CROSS,3587720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38127,38127,1 - 59:48,BALL PLAYER BLOCK,3588120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38162,38162,1 - 60:20,CROSS,3620920,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38164,38164,1 - 60:25,BALL PLAYER BLOCK,3625880,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38328,38328,1 - 62:58,CROSS,3778360,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38330,38330,1 - 63:00,SHOT,3780720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38383,38383,1 - 63:49,BALL PLAYER BLOCK,3829960,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38458,38458,1 - 64:37,PLAYER SUCCESSFUL TACKLE,3877760,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38465,38465,1 - 64:43,BALL PLAYER BLOCK,3883120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38467,38467,1 - 64:44,BALL PLAYER BLOCK,3884800,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38476,38476,1 - 64:51,SHOT,3891840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38585,38585,1 - 66:42,CROSS,4002880,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38587,38587,1 - 66:44,SHOT,4004280,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38654,38654,1 - 67:48,CROSS,4068960,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38673,38673,1 - 68:19,CROSS,4099480,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38678,38678,1 - 68:24,CROSS,4104560,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38714,38714,1 - 69:05,BALL PLAYER BLOCK,4145760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38719,38719,1 - 69:10,SHOT,4150440,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38721,38721,1 - 69:13,GOAL,4153040,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38837,38837,1 - 71:27,PLAYER SUCCESSFUL TACKLE,4287600,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39128,39128,1 - 76:31,BALL PLAYER BLOCK,4591240,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39204,39204,1 - 77:52,FREE KICK,4672520,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39294,39294,1 - 79:04,BALL PLAYER BLOCK,4744760,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39458,39458,1 - 82:07,BALL PLAYER BLOCK,4927440,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39516,39516,1 - 82:55,BALL PLAYER BLOCK,4975920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39640,39640,1 - 84:59,PLAYER SUCCESSFUL TACKLE,5099840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39766,39766,1 - 86:54,SHOT,5214560,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39813,39813,1 - 87:41,SHOT,5261160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39856,39856,1 - 88:26,PLAYER SUCCESSFUL TACKLE,5306960,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39868,39868,1 - 88:42,SHOT,5322880,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39971,39971,1 - 90:50,BALL PLAYER BLOCK,5450200,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39976,39976,1 - 90:53,BALL PLAYER BLOCK,5453000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39985,39985,1 - 91:01,SHOT,5461120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39987,39987,1 - 91:02,GOAL,5462320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
18864,18864,1 - 25:58,THROW IN,1558360,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
3160,3160,1 - 53:56,THROW IN,3236960,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
1319,1319,1 - 21:48,THROW IN,1308720,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
34062,34062,1 - 95:15,THROW IN,5715160,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
6136,6136,1 - 08:05,THROW IN,485960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
20325,20325,1 - 51:50,THROW IN,3110760,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
8281,8281,1 - 42:12,THROW IN,2532960,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
13576,13576,1 - 34:17,THROW IN,2057960,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
28490,28490,1 - 00:30,THROW IN,30240,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
14322,14322,1 - 45:42,THROW IN,2742760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
27569,27569,1 - 80:30,THROW IN,4830760,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4186,4186,1 - 72:25,THROW IN,4345200,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
24458,24458,1 - 24:49,THROW IN,1489960,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
5891,5891,1 - 04:00,THROW IN,240040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
15786,15786,1 - 69:54,THROW IN,4194040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
21034,21034,1 - 65:41,THROW IN,3941320,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
27449,27449,1 - 78:03,THROW IN,4683040,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23545,23545,1 - 09:59,THROW IN,599040,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
34659,34659,1 - 05:48,THROW IN,348880,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11324,11324,1 - 93:02,THROW IN,5582880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
598,598,1 - 09:20,THROW IN,560680,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20662,20662,1 - 58:17,THROW IN,3497800,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
7714,7714,1 - 32:48,THROW IN,1968080,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
30497,30497,1 - 32:11,THROW IN,1931440,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
36877,36877,1 - 39:55,THROW IN,2395200,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
20846,20846,1 - 62:08,THROW IN,3728560,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
22990,22990,1 - 01:12,THROW IN,72560,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
19293,19293,1 - 34:07,THROW IN,2047320,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17370,17370,1 - 00:22,THROW IN,22360,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
39731,39731,1 - 86:29,THROW IN,5189320,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2524,2524,1 - 43:17,THROW IN,2597840,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12124,12124,1 - 11:09,THROW IN,669600,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
4288,4288,1 - 74:03,THROW IN,4443760,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
38388,38388,1 - 63:57,THROW IN,3837640,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
17601,17601,1 - 04:32,THROW IN,272720,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
12701,12701,1 - 20:08,THROW IN,1208000,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
6792,6792,1 - 18:38,THROW IN,1118080,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1809,1809,1 - 30:55,THROW IN,1855240,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
31764,31764,1 - 55:22,THROW IN,3322520,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19769,19769,1 - 42:07,THROW IN,2527680,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
26319,26319,1 - 58:15,THROW IN,3495720,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
37887,37887,1 - 55:59,THROW IN,3359680,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2690,2690,1 - 46:38,THROW IN,2798880,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
31130,31130,1 - 44:11,THROW IN,2651560,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
12139,12139,1 - 11:26,THROW IN,686880,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
38027,38027,1 - 58:19,THROW IN,3499560,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10495,10495,1 - 79:11,THROW IN,4751360,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
5986,5986,1 - 05:50,THROW IN,350480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
351,351,1 - 05:18,THROW IN,318640,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
4406,4406,1 - 76:28,THROW IN,4588800,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
24649,24649,1 - 28:12,THROW IN,1692440,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
17931,17931,1 - 10:02,THROW IN,602560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
29431,29431,1 - 14:43,THROW IN,883160,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22368,22368,1 - 88:05,THROW IN,5285480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
19929,19929,1 - 45:12,THROW IN,2712920,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
36067,36067,1 - 28:08,THROW IN,1688200,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10711,10711,1 - 83:37,THROW IN,5017280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
301,301,1 - 04:22,THROW IN,262480,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30317,30317,1 - 29:33,THROW IN,1773520,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8993,8993,1 - 53:36,THROW IN,3216760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
36656,36656,1 - 36:49,THROW IN,2209120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
27375,27375,1 - 76:54,THROW IN,4614200,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
9106,9106,1 - 55:28,THROW IN,3328320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4689,4689,1 - 80:27,THROW IN,4827080,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
28810,28810,1 - 05:41,THROW IN,341560,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8018,8018,1 - 37:37,THROW IN,2257560,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23248,23248,1 - 05:36,THROW IN,336320,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
14224,14224,1 - 44:13,THROW IN,2653200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
31651,31651,1 - 53:18,THROW IN,3198920,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
9337,9337,1 - 59:39,THROW IN,3579360,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
10736,10736,1 - 84:01,THROW IN,5041920,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37441,37441,1 - 48:30,THROW IN,2910800,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
32109,32109,1 - 60:53,THROW IN,3653920,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
21706,21706,1 - 77:32,THROW IN,4652520,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
36928,36928,1 - 40:42,THROW IN,2442000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39498,39498,1 - 82:46,THROW IN,4966120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
8049,8049,1 - 37:59,THROW IN,2279480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
9988,9988,1 - 70:33,THROW IN,4233600,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
38564,38564,1 - 66:24,THROW IN,3984800,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
1361,1361,1 - 22:30,THROW IN,1350320,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
7193,7193,1 - 25:09,THROW IN,1509160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
28606,28606,1 - 02:32,THROW IN,152920,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
404,404,1 - 06:13,THROW IN,373800,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12689,12689,1 - 19:59,THROW IN,1199920,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12909,12909,1 - 24:13,THROW IN,1453560,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
33647,33647,1 - 88:44,THROW IN,5324120,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
33298,33298,1 - 81:40,THROW IN,4900120,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
32937,32937,1 - 74:52,THROW IN,4492160,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
37340,37340,1 - 46:46,THROW IN,2806800,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
12249,12249,1 - 13:06,THROW IN,786400,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
31361,31361,1 - 48:24,THROW IN,2904920,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
6419,6419,1 - 12:25,THROW IN,745000,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
20867,20867,1 - 62:26,THROW IN,3746200,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
32052,32052,1 - 59:51,THROW IN,3591360,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
14874,14874,1 - 54:53,THROW IN,3293840,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
23045,23045,1 - 02:15,THROW IN,135720,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
16475,16475,1 - 81:05,THROW IN,4865600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1386,1386,1 - 22:56,THROW IN,1376000,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17342,17342,1 - 95:10,THROW IN,5710600,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
2166,2166,1 - 36:41,THROW IN,2201920,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20873,20873,1 - 62:34,THROW IN,3754760,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
33399,33399,1 - 83:23,THROW IN,5003480,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
39135,39135,1 - 76:39,THROW IN,4599640,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
21766,21766,1 - 78:37,THROW IN,4717000,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
15893,15893,1 - 71:43,THROW IN,4303200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17857,17857,1 - 08:49,THROW IN,529600,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
23803,23803,1 - 13:26,THROW IN,806960,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
39562,39562,1 - 83:40,THROW IN,5020920,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
30711,30711,1 - 36:00,THROW IN,2160520,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
20191,20191,1 - 49:24,THROW IN,2964640,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
28295,28295,1 - 93:17,THROW IN,5597600,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23035,23035,1 - 01:59,THROW IN,119280,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
29917,29917,1 - 22:48,THROW IN,1368440,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
1408,1408,1 - 23:27,THROW IN,1407040,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
34237,34237,1 - 99:01,THROW IN,5941600,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
9130,9130,1 - 55:51,THROW IN,3351760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
24274,24274,1 - 22:01,THROW IN,1321200,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
1392,1392,1 - 23:06,THROW IN,1386040,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
29059,29059,1 - 09:56,THROW IN,596200,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
11588,11588,1 - 03:07,THROW IN,187160,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
30561,30561,1 - 33:35,THROW IN,2015760,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
13504,13504,1 - 33:20,THROW IN,2000800,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
3032,3032,1 - 51:51,THROW IN,3111120,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
3642,3642,1 - 62:19,THROW IN,3739720,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17780,17780,1 - 07:36,THROW IN,456640,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
20291,20291,1 - 51:19,THROW IN,3079080,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
19031,19031,1 - 28:59,THROW IN,1739920,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
28227,28227,1 - 92:06,THROW IN,5526680,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
